County,District,School,testAdministration,Subject,GradeLevel,StudentGroup,countMetStandardIncludingPP,PercentMetStandardIncludingPP
King County,Lake Washington School District,Finn Hill Middle School,SBA,MATH,7,All,147,72.7
King County,Lake Washington School District,Finn Hill Middle School,SBA,MATH,8,All,104,56.5
,,Fir Grove Childrens Center,SBA,ELA,3,All,,
,,Fir Grove Childrens Center,SBA,ELA,4,All,,
,,Fir Grove Childrens Center,SBA,ELA,5,All,,
,,Fir Grove Childrens Center,SBA,ELA,6,All,,
,,Fir Grove Childrens Center,SBA,ELA,7,All,,
,,Fir Grove Childrens Center,SBA,ELA,8,All,,
,,Fir Grove Childrens Center,SBA,ELA,11,All,,
,,Fir Grove Childrens Center,SBA,MATH,3,All,,
,,Fir Grove Childrens Center,SBA,MATH,4,All,,
,,Fir Grove Childrens Center,SBA,MATH,5,All,,
,,Fir Grove Childrens Center,SBA,MATH,6,All,,
,,Fir Grove Childrens Center,SBA,MATH,7,All,,
,,Fir Grove Childrens Center,SBA,MATH,8,All,,
,,Fir Grove Childrens Center,SBA,MATH,11,All,,
Clark County,Evergreen School District (Clark),Fircrest Elementary School,SBA,ELA,3,All,40,47.6
Clark County,Evergreen School District (Clark),Fircrest Elementary School,SBA,ELA,4,All,32,45.7
Clark County,Evergreen School District (Clark),Fircrest Elementary School,SBA,ELA,5,All,42,57.5
Clark County,Evergreen School District (Clark),Fircrest Elementary School,SBA,MATH,3,All,39,46.4
Clark County,Evergreen School District (Clark),Fircrest Elementary School,SBA,MATH,4,All,39,55.7
Clark County,Evergreen School District (Clark),Fircrest Elementary School,SBA,MATH,5,All,23,31.5
,,Fircrest Residential Habilitation,SBA,ELA,11,All,,
,,Fircrest Residential Habilitation,SBA,MATH,11,All,,
Pierce County,Puyallup School District,Firgrove Elementary,SBA,ELA,3,All,46,48.9
Pierce County,Puyallup School District,Firgrove Elementary,SBA,ELA,4,All,52,47.2
Pierce County,Puyallup School District,Firgrove Elementary,SBA,ELA,5,All,37,43
Pierce County,Puyallup School District,Firgrove Elementary,SBA,ELA,6,All,57,57.5
Pierce County,Puyallup School District,Firgrove Elementary,SBA,MATH,3,All,58,63
Pierce County,Puyallup School District,Firgrove Elementary,SBA,MATH,4,All,39,35.1
Pierce County,Puyallup School District,Firgrove Elementary,SBA,MATH,5,All,24,28.5
Pierce County,Puyallup School District,Firgrove Elementary,SBA,MATH,6,All,40,41.2
Pierce County,Tacoma School District,First Creek Middle School,SBA,ELA,6,All,102,37.7
Pierce County,Tacoma School District,First Creek Middle School,SBA,ELA,7,All,100,38.1
Pierce County,Tacoma School District,First Creek Middle School,SBA,ELA,8,All,98,43.3
Pierce County,Tacoma School District,First Creek Middle School,SBA,MATH,6,All,77,28.5
Pierce County,Tacoma School District,First Creek Middle School,SBA,MATH,7,All,84,32.1
Pierce County,Tacoma School District,First Creek Middle School,SBA,MATH,8,All,66,29
,,Firwood,SBA,ELA,6,All,,
,,Firwood,SBA,ELA,7,All,,
,,Firwood,SBA,ELA,8,All,1,9
,,Firwood,SBA,ELA,11,All,,
,,Firwood,SBA,MATH,6,All,,
,,Firwood,SBA,MATH,7,All,,
,,Firwood,SBA,MATH,8,All,,
,,Firwood,SBA,MATH,11,All,,
Whatcom County,Lynden School District,Fisher Elementary School,SBA,ELA,3,All,38,48.1
Whatcom County,Lynden School District,Fisher Elementary School,SBA,ELA,4,All,30,54.5
Whatcom County,Lynden School District,Fisher Elementary School,SBA,ELA,5,All,50,63.2
Whatcom County,Lynden School District,Fisher Elementary School,SBA,MATH,3,All,28,35.4
Whatcom County,Lynden School District,Fisher Elementary School,SBA,MATH,4,All,30,54.5
Whatcom County,Lynden School District,Fisher Elementary School,SBA,MATH,5,All,36,45.5
Clark County,Evergreen School District (Clark),Fishers Landing Elementary School,SBA,ELA,3,All,61,66.3
Clark County,Evergreen School District (Clark),Fishers Landing Elementary School,SBA,ELA,4,All,81,86.1
Clark County,Evergreen School District (Clark),Fishers Landing Elementary School,SBA,ELA,5,All,116,89.2
Clark County,Evergreen School District (Clark),Fishers Landing Elementary School,SBA,MATH,3,All,75,81.5
Clark County,Evergreen School District (Clark),Fishers Landing Elementary School,SBA,MATH,4,All,82,87.2
Clark County,Evergreen School District (Clark),Fishers Landing Elementary School,SBA,MATH,5,All,103,78.6
Pierce County,White River School District,Foothills Elementary,SBA,ELA,3,All,62,65.9
Pierce County,White River School District,Foothills Elementary,SBA,ELA,4,All,47,54.6
Pierce County,White River School District,Foothills Elementary,SBA,ELA,5,All,60,68.9
Pierce County,White River School District,Foothills Elementary,SBA,MATH,3,All,69,73.4
Pierce County,White River School District,Foothills Elementary,SBA,MATH,4,All,47,54.6
Pierce County,White River School District,Foothills Elementary,SBA,MATH,5,All,45,51.7
Chelan County,Wenatchee School District,Foothills Middle School,SBA,ELA,6,All,111,59.3
Chelan County,Wenatchee School District,Foothills Middle School,SBA,ELA,7,All,119,54.8
Chelan County,Wenatchee School District,Foothills Middle School,SBA,ELA,8,All,115,63.1
Chelan County,Wenatchee School District,Foothills Middle School,SBA,MATH,6,All,76,40.8
Chelan County,Wenatchee School District,Foothills Middle School,SBA,MATH,7,All,90,41
Chelan County,Wenatchee School District,Foothills Middle School,SBA,MATH,8,All,81,44.5
Lewis County,Centralia School District,Fords Prairie Elementary,SBA,ELA,3,All,49,51.5
Lewis County,Centralia School District,Fords Prairie Elementary,SBA,MATH,3,All,54,56.8
Snohomish County,Everett School District,Forest View Elementary School,SBA,ELA,3,All,100,76.3
Snohomish County,Everett School District,Forest View Elementary School,SBA,ELA,4,All,97,81.5
Snohomish County,Everett School District,Forest View Elementary School,SBA,ELA,5,All,100,90.9
Snohomish County,Everett School District,Forest View Elementary School,SBA,MATH,3,All,109,82.5
Snohomish County,Everett School District,Forest View Elementary School,SBA,MATH,4,All,97,82.2
Snohomish County,Everett School District,Forest View Elementary School,SBA,MATH,5,All,93,84.5
Clallam County,Quillayute Valley School District,Forks Alternative School,SBA,ELA,11,All,,
Clallam County,Quillayute Valley School District,Forks Alternative School,SBA,MATH,11,All,,
Clallam County,Quillayute Valley School District,Forks Elementary School,SBA,ELA,3,All,,
Clallam County,Quillayute Valley School District,Forks Elementary School,SBA,MATH,3,All,,
Clallam County,Quillayute Valley School District,Forks Intermediate School,SBA,ELA,4,All,20,25
Clallam County,Quillayute Valley School District,Forks Intermediate School,SBA,ELA,5,All,,
Clallam County,Quillayute Valley School District,Forks Intermediate School,SBA,ELA,6,All,,
Clallam County,Quillayute Valley School District,Forks Intermediate School,SBA,MATH,4,All,42,52.5
Clallam County,Quillayute Valley School District,Forks Intermediate School,SBA,MATH,5,All,,
Clallam County,Quillayute Valley School District,Forks Intermediate School,SBA,MATH,6,All,,
Clallam County,Quillayute Valley School District,Forks Junior-Senior High School,SBA,ELA,7,All,32,43.8
Clallam County,Quillayute Valley School District,Forks Junior-Senior High School,SBA,ELA,8,All,,
Clallam County,Quillayute Valley School District,Forks Junior-Senior High School,SBA,ELA,11,All,,
Clallam County,Quillayute Valley School District,Forks Junior-Senior High School,SBA,MATH,7,All,19,26
Clallam County,Quillayute Valley School District,Forks Junior-Senior High School,SBA,MATH,8,All,,
Clallam County,Quillayute Valley School District,Forks Junior-Senior High School,SBA,MATH,11,All,,
Stevens County,Colville School District,Fort Colville Elementary,SBA,ELA,3,All,,
Stevens County,Colville School District,Fort Colville Elementary,SBA,ELA,4,All,,
Stevens County,Colville School District,Fort Colville Elementary,SBA,ELA,5,All,,
Stevens County,Colville School District,Fort Colville Elementary,SBA,MATH,3,All,,
Stevens County,Colville School District,Fort Colville Elementary,SBA,MATH,4,All,,
Stevens County,Colville School District,Fort Colville Elementary,SBA,MATH,5,All,,
Thurston County,Yelm School District,Fort Stevens Elementary,SBA,ELA,3,All,37,43.5
Thurston County,Yelm School District,Fort Stevens Elementary,SBA,ELA,4,All,50,61.7
Thurston County,Yelm School District,Fort Stevens Elementary,SBA,ELA,5,All,44,53.6
Thurston County,Yelm School District,Fort Stevens Elementary,SBA,ELA,6,All,38,51.3
Thurston County,Yelm School District,Fort Stevens Elementary,SBA,MATH,3,All,51,60
Thurston County,Yelm School District,Fort Stevens Elementary,SBA,MATH,4,All,51,62.9
Thurston County,Yelm School District,Fort Stevens Elementary,SBA,MATH,5,All,35,42.6
Thurston County,Yelm School District,Fort Stevens Elementary,SBA,MATH,6,All,36,48.6
Clark County,Vancouver School District,Fort Vancouver High School,SBA,ELA,11,All,191,49.8
Clark County,Vancouver School District,Fort Vancouver High School,SBA,MATH,11,All,33,8.7
Pierce County,Tacoma School District,Foss,SBA,ELA,11,All,93,51.6
Pierce County,Tacoma School District,Foss,SBA,MATH,11,All,18,9.9
King County,Tukwila School District,Foster Senior High School,SBA,ELA,11,All,127,66.1
King County,Tukwila School District,Foster Senior High School,SBA,MATH,11,All,74,39.3
Pierce County,Clover Park School District,Four Heroes Elementary,SBA,ELA,3,All,47,37.9
Pierce County,Clover Park School District,Four Heroes Elementary,SBA,ELA,4,All,51,46.7
Pierce County,Clover Park School District,Four Heroes Elementary,SBA,ELA,5,All,42,34.1
Pierce County,Clover Park School District,Four Heroes Elementary,SBA,MATH,3,All,54,43.5
Pierce County,Clover Park School District,Four Heroes Elementary,SBA,MATH,4,All,45,41.2
Pierce County,Clover Park School District,Four Heroes Elementary,SBA,MATH,5,All,42,34.7
King County,Northshore School District,Frank Love Elementary,SBA,ELA,3,All,51,63.7
King County,Northshore School District,Frank Love Elementary,SBA,ELA,4,All,35,62.5
King County,Northshore School District,Frank Love Elementary,SBA,ELA,5,All,54,73.9
King County,Northshore School District,Frank Love Elementary,SBA,ELA,6,All,50,66.6
King County,Northshore School District,Frank Love Elementary,SBA,MATH,3,All,47,59.4
King County,Northshore School District,Frank Love Elementary,SBA,MATH,4,All,40,70.1
King County,Northshore School District,Frank Love Elementary,SBA,MATH,5,All,50,68.4
King County,Northshore School District,Frank Love Elementary,SBA,MATH,6,All,46,61.3
Snohomish County,Monroe School District,Frank Wagner Elementary,SBA,ELA,3,All,20,20.8
Snohomish County,Monroe School District,Frank Wagner Elementary,SBA,ELA,4,All,30,34.8
Snohomish County,Monroe School District,Frank Wagner Elementary,SBA,ELA,5,All,30,38.9
Snohomish County,Monroe School District,Frank Wagner Elementary,SBA,MATH,3,All,19,20.2
Snohomish County,Monroe School District,Frank Wagner Elementary,SBA,MATH,4,All,15,17.2
Snohomish County,Monroe School District,Frank Wagner Elementary,SBA,MATH,5,All,13,16.8
Pierce County,Tacoma School District,Franklin,SBA,ELA,3,All,24,47
Pierce County,Tacoma School District,Franklin,SBA,ELA,4,All,,
Pierce County,Tacoma School District,Franklin,SBA,ELA,5,All,26,57.7
Pierce County,Tacoma School District,Franklin,SBA,MATH,3,All,22,43.1
Pierce County,Tacoma School District,Franklin,SBA,MATH,4,All,,
Pierce County,Tacoma School District,Franklin,SBA,MATH,5,All,20,44.4
King County,Lake Washington School District,Franklin Elementary,SBA,ELA,3,All,75,78.9
Whitman County,Pullman School District,Franklin Elementary,SBA,ELA,3,All,49,67.1
Spokane County,Spokane School District,Franklin Elementary,SBA,ELA,3,All,43,75.4
Clallam County,Port Angeles School District,Franklin Elementary,SBA,ELA,3,All,35,56.4
King County,Lake Washington School District,Franklin Elementary,SBA,ELA,4,All,43,75.4
Clallam County,Port Angeles School District,Franklin Elementary,SBA,ELA,4,All,28,50
Spokane County,Spokane School District,Franklin Elementary,SBA,ELA,4,All,39,70.9
Whitman County,Pullman School District,Franklin Elementary,SBA,ELA,4,All,78,78.7
Spokane County,Spokane School District,Franklin Elementary,SBA,ELA,5,All,37,66
King County,Lake Washington School District,Franklin Elementary,SBA,ELA,5,All,59,81.9
Clallam County,Port Angeles School District,Franklin Elementary,SBA,ELA,5,All,31,59.6
Whitman County,Pullman School District,Franklin Elementary,SBA,ELA,5,All,45,81.8
Spokane County,Spokane School District,Franklin Elementary,SBA,ELA,6,All,29,59.1
Clallam County,Port Angeles School District,Franklin Elementary,SBA,ELA,6,All,37,64.9
Clallam County,Port Angeles School District,Franklin Elementary,SBA,MATH,3,All,37,60.6
Whitman County,Pullman School District,Franklin Elementary,SBA,MATH,3,All,44,62.8
Spokane County,Spokane School District,Franklin Elementary,SBA,MATH,3,All,40,70.1
King County,Lake Washington School District,Franklin Elementary,SBA,MATH,3,All,72,75.7
King County,Lake Washington School District,Franklin Elementary,SBA,MATH,4,All,43,74.1
Clallam County,Port Angeles School District,Franklin Elementary,SBA,MATH,4,All,30,53.5
Spokane County,Spokane School District,Franklin Elementary,SBA,MATH,4,All,38,69
Whitman County,Pullman School District,Franklin Elementary,SBA,MATH,4,All,70,70
Spokane County,Spokane School District,Franklin Elementary,SBA,MATH,5,All,29,51.7
King County,Lake Washington School District,Franklin Elementary,SBA,MATH,5,All,50,68.4
Clallam County,Port Angeles School District,Franklin Elementary,SBA,MATH,5,All,26,50
Whitman County,Pullman School District,Franklin Elementary,SBA,MATH,5,All,39,70.9
Spokane County,Spokane School District,Franklin Elementary,SBA,MATH,6,All,22,44.8
Clallam County,Port Angeles School District,Franklin Elementary,SBA,MATH,6,All,32,56.1
King County,Seattle Public Schools,Franklin High School,SBA,ELA,11,All,238,75.7
King County,Seattle Public Schools,Franklin High School,SBA,MATH,11,All,173,55.6
Yakima County,Yakima School District,Franklin Middle School,SBA,ELA,6,All,125,45.9
Yakima County,Yakima School District,Franklin Middle School,SBA,ELA,7,All,162,58.2
Yakima County,Yakima School District,Franklin Middle School,SBA,ELA,8,All,129,50.1
Yakima County,Yakima School District,Franklin Middle School,SBA,MATH,6,All,108,39.7
Yakima County,Yakima School District,Franklin Middle School,SBA,MATH,7,All,119,42.9
Yakima County,Yakima School District,Franklin Middle School,SBA,MATH,8,All,101,39.6
Pierce County,Franklin Pierce School District,Franklin Pierce High School,SBA,ELA,11,All,240,79.4
Pierce County,Franklin Pierce School District,Franklin Pierce High School,SBA,MATH,11,All,48,16
King County,Seattle Public Schools,Frantz Coe Elementary School,SBA,ELA,3,All,76,81.7
King County,Seattle Public Schools,Frantz Coe Elementary School,SBA,ELA,4,All,79,84
King County,Seattle Public Schools,Frantz Coe Elementary School,SBA,ELA,5,All,80,87.9
King County,Seattle Public Schools,Frantz Coe Elementary School,SBA,MATH,3,All,76,81.7
King County,Seattle Public Schools,Frantz Coe Elementary School,SBA,MATH,4,All,71,75.5
King County,Seattle Public Schools,Frantz Coe Elementary School,SBA,MATH,5,All,74,81.3
Pierce County,Bethel School District,Frederickson Elementary,SBA,ELA,3,All,66,56.8
Pierce County,Bethel School District,Frederickson Elementary,SBA,ELA,4,All,40,39.2
Pierce County,Bethel School District,Frederickson Elementary,SBA,ELA,5,All,65,61.9
Pierce County,Bethel School District,Frederickson Elementary,SBA,MATH,3,All,68,58.6
Pierce County,Bethel School District,Frederickson Elementary,SBA,MATH,4,All,45,44.1
Pierce County,Bethel School District,Frederickson Elementary,SBA,MATH,5,All,64,60.9
Spokane County,Freeman School District,Freeman Elementary School,SBA,ELA,3,All,40,66.6
Spokane County,Freeman School District,Freeman Elementary School,SBA,ELA,4,All,49,72
Spokane County,Freeman School District,Freeman Elementary School,SBA,ELA,5,All,36,64.2
Spokane County,Freeman School District,Freeman Elementary School,SBA,MATH,3,All,44,73.3
Spokane County,Freeman School District,Freeman Elementary School,SBA,MATH,4,All,48,70.5
Spokane County,Freeman School District,Freeman Elementary School,SBA,MATH,5,All,25,44.6
Spokane County,Freeman School District,Freeman High School,SBA,ELA,11,All,70,83.3
Spokane County,Freeman School District,Freeman High School,SBA,MATH,11,All,40,48.1
Spokane County,Freeman School District,Freeman Middle School,SBA,ELA,6,All,45,72.5
Spokane County,Freeman School District,Freeman Middle School,SBA,ELA,7,All,55,78.5
Spokane County,Freeman School District,Freeman Middle School,SBA,ELA,8,All,55,63.9
Spokane County,Freeman School District,Freeman Middle School,SBA,MATH,6,All,44,70.9
Spokane County,Freeman School District,Freeman Middle School,SBA,MATH,7,All,42,60
Spokane County,Freeman School District,Freeman Middle School,SBA,MATH,8,All,45,52.3
,,Fresh Start,SBA,ELA,11,All,42,49.4
,,Fresh Start,SBA,MATH,11,All,,
San Juan County,San Juan Island School District,Friday Harbor Elementary School,SBA,ELA,3,All,,
San Juan County,San Juan Island School District,Friday Harbor Elementary School,SBA,ELA,4,All,38,64.4
San Juan County,San Juan Island School District,Friday Harbor Elementary School,SBA,ELA,5,All,32,57.1
San Juan County,San Juan Island School District,Friday Harbor Elementary School,SBA,ELA,6,All,,
San Juan County,San Juan Island School District,Friday Harbor Elementary School,SBA,MATH,3,All,,
San Juan County,San Juan Island School District,Friday Harbor Elementary School,SBA,MATH,4,All,40,67.7
San Juan County,San Juan Island School District,Friday Harbor Elementary School,SBA,MATH,5,All,32,57.1
San Juan County,San Juan Island School District,Friday Harbor Elementary School,SBA,MATH,6,All,,
San Juan County,San Juan Island School District,Friday Harbor High School,SBA,ELA,11,All,,
San Juan County,San Juan Island School District,Friday Harbor High School,SBA,MATH,11,All,,
San Juan County,San Juan Island School District,Friday Harbor Middle School,SBA,ELA,3,All,,
San Juan County,San Juan Island School District,Friday Harbor Middle School,SBA,ELA,6,All,,
San Juan County,San Juan Island School District,Friday Harbor Middle School,SBA,ELA,7,All,45,69.2
San Juan County,San Juan Island School District,Friday Harbor Middle School,SBA,ELA,8,All,34,73.9
San Juan County,San Juan Island School District,Friday Harbor Middle School,SBA,MATH,3,All,,
San Juan County,San Juan Island School District,Friday Harbor Middle School,SBA,MATH,6,All,,
San Juan County,San Juan Island School District,Friday Harbor Middle School,SBA,MATH,7,All,36,56.2
San Juan County,San Juan Island School District,Friday Harbor Middle School,SBA,MATH,8,All,28,59.5
Pierce County,Bethel School District,Frontier Middle School,SBA,ELA,5,All,,
Pierce County,Bethel School District,Frontier Middle School,SBA,ELA,6,All,119,52.8
Grant County,Moses Lake School District,Frontier Middle School,SBA,ELA,6,All,85,33.5
Clark County,Evergreen School District (Clark),Frontier Middle School,SBA,ELA,6,All,120,42.7
Pierce County,Bethel School District,Frontier Middle School,SBA,ELA,7,All,131,52.8
Grant County,Moses Lake School District,Frontier Middle School,SBA,ELA,7,All,120,51.2
Clark County,Evergreen School District (Clark),Frontier Middle School,SBA,ELA,7,All,134,53.3
Pierce County,Bethel School District,Frontier Middle School,SBA,ELA,8,All,143,58.1
Grant County,Moses Lake School District,Frontier Middle School,SBA,ELA,8,All,103,49.5
Clark County,Evergreen School District (Clark),Frontier Middle School,SBA,ELA,8,All,89,35.1
Pierce County,Bethel School District,Frontier Middle School,SBA,MATH,5,All,,
Pierce County,Bethel School District,Frontier Middle School,SBA,MATH,6,All,110,49.3
Grant County,Moses Lake School District,Frontier Middle School,SBA,MATH,6,All,54,21.1
Clark County,Evergreen School District (Clark),Frontier Middle School,SBA,MATH,6,All,80,28.4
Pierce County,Bethel School District,Frontier Middle School,SBA,MATH,7,All,113,45.5
Grant County,Moses Lake School District,Frontier Middle School,SBA,MATH,7,All,74,31.6
Clark County,Evergreen School District (Clark),Frontier Middle School,SBA,MATH,7,All,105,41.8
Pierce County,Bethel School District,Frontier Middle School,SBA,MATH,8,All,113,46.1
Grant County,Moses Lake School District,Frontier Middle School,SBA,MATH,8,All,63,29.8
Clark County,Evergreen School District (Clark),Frontier Middle School,SBA,MATH,8,All,87,34.2
King County,Lake Washington School District,Frost Elementary,SBA,ELA,3,All,40,58.8
King County,Lake Washington School District,Frost Elementary,SBA,ELA,4,All,36,60
King County,Lake Washington School District,Frost Elementary,SBA,ELA,5,All,53,73.6
King County,Lake Washington School District,Frost Elementary,SBA,MATH,3,All,42,60
King County,Lake Washington School District,Frost Elementary,SBA,MATH,4,All,33,54
King County,Lake Washington School District,Frost Elementary,SBA,MATH,5,All,52,72.2
Clark County,Vancouver School District,Fruit Valley Elementary School,SBA,ELA,3,All,13,26.5
Clark County,Vancouver School District,Fruit Valley Elementary School,SBA,ELA,4,All,3,7.5
Clark County,Vancouver School District,Fruit Valley Elementary School,SBA,ELA,5,All,13,26
Clark County,Vancouver School District,Fruit Valley Elementary School,SBA,MATH,3,All,14,28.5
Clark County,Vancouver School District,Fruit Valley Elementary School,SBA,MATH,4,All,,
Clark County,Vancouver School District,Fruit Valley Elementary School,SBA,MATH,5,All,6,12.2
Pierce County,Puyallup School District,Fruitland Elementary,SBA,ELA,3,All,78,73.5
Pierce County,Puyallup School District,Fruitland Elementary,SBA,ELA,4,All,65,70.6
Pierce County,Puyallup School District,Fruitland Elementary,SBA,ELA,5,All,74,82.2
Pierce County,Puyallup School District,Fruitland Elementary,SBA,ELA,6,All,66,79.5
Pierce County,Puyallup School District,Fruitland Elementary,SBA,MATH,3,All,87,82
Pierce County,Puyallup School District,Fruitland Elementary,SBA,MATH,4,All,63,68.4
Pierce County,Puyallup School District,Fruitland Elementary,SBA,MATH,5,All,58,64.4
Pierce County,Puyallup School District,Fruitland Elementary,SBA,MATH,6,All,57,68.6
Snohomish County,Monroe School District,Fryelands Elementary,SBA,ELA,3,All,33,47.8
Snohomish County,Monroe School District,Fryelands Elementary,SBA,ELA,4,All,44,52.3
Snohomish County,Monroe School District,Fryelands Elementary,SBA,ELA,5,All,53,56.9
Snohomish County,Monroe School District,Fryelands Elementary,SBA,MATH,3,All,35,50.7
Snohomish County,Monroe School District,Fryelands Elementary,SBA,MATH,4,All,26,31.3
Snohomish County,Monroe School District,Fryelands Elementary,SBA,MATH,5,All,26,27.9
King County,Lake Washington School District,Futures School,SBA,ELA,11,All,,
King County,Lake Washington School District,Futures School,SBA,MATH,11,All,,
Lewis County,Centralia School District,Futurus High School,SBA,ELA,11,All,11,39.2
Lewis County,Centralia School District,Futurus High School,SBA,MATH,11,All,,
Clark County,Vancouver School District,Gaiser Middle School,SBA,ELA,6,All,114,40.8
Clark County,Vancouver School District,Gaiser Middle School,SBA,ELA,7,All,160,55.3
Clark County,Vancouver School District,Gaiser Middle School,SBA,ELA,8,All,132,45
Clark County,Vancouver School District,Gaiser Middle School,SBA,MATH,6,All,100,35.4
Clark County,Vancouver School District,Gaiser Middle School,SBA,MATH,7,All,114,39.1
Clark County,Vancouver School District,Gaiser Middle School,SBA,MATH,8,All,118,39.8
Grant County,Moses Lake School District,Garden Heights Elementary,SBA,ELA,3,All,41,39
Grant County,Moses Lake School District,Garden Heights Elementary,SBA,ELA,4,All,36,43.3
Grant County,Moses Lake School District,Garden Heights Elementary,SBA,ELA,5,All,47,61
Grant County,Moses Lake School District,Garden Heights Elementary,SBA,MATH,3,All,61,58
Grant County,Moses Lake School District,Garden Heights Elementary,SBA,MATH,4,All,36,43.3
Grant County,Moses Lake School District,Garden Heights Elementary,SBA,MATH,5,All,51,66.2
Whitman County,Garfield School District,Garfield at Palouse High School,SBA,ELA,11,All,,
Whitman County,Garfield School District,Garfield at Palouse High School,SBA,MATH,11,All,,
Spokane County,Spokane School District,Garfield Elementary,SBA,ELA,3,All,22,40
Whitman County,Garfield School District,Garfield Elementary,SBA,ELA,3,All,11,84.6
Spokane County,Spokane School District,Garfield Elementary,SBA,ELA,4,All,39,45.8
Whitman County,Garfield School District,Garfield Elementary,SBA,ELA,4,All,,
Spokane County,Spokane School District,Garfield Elementary,SBA,ELA,5,All,25,44.6
Whitman County,Garfield School District,Garfield Elementary,SBA,ELA,5,All,,
Spokane County,Spokane School District,Garfield Elementary,SBA,ELA,6,All,27,50
Spokane County,Spokane School District,Garfield Elementary,SBA,MATH,3,All,22,40
Whitman County,Garfield School District,Garfield Elementary,SBA,MATH,3,All,11,84.6
Spokane County,Spokane School District,Garfield Elementary,SBA,MATH,4,All,32,37.6
Whitman County,Garfield School District,Garfield Elementary,SBA,MATH,4,All,,
Spokane County,Spokane School District,Garfield Elementary,SBA,MATH,5,All,20,35.7
Whitman County,Garfield School District,Garfield Elementary,SBA,MATH,5,All,,
Spokane County,Spokane School District,Garfield Elementary,SBA,MATH,6,All,24,44.4
Thurston County,Olympia School District,Garfield Elementary School,SBA,ELA,3,All,44,70.9
Snohomish County,Everett School District,Garfield Elementary School,SBA,ELA,3,All,43,58.1
Yakima County,Toppenish School District,Garfield Elementary School,SBA,ELA,3,All,,
Yakima County,Yakima School District,Garfield Elementary School,SBA,ELA,3,All,22,21.7
Snohomish County,Everett School District,Garfield Elementary School,SBA,ELA,4,All,44,59.4
Yakima County,Toppenish School District,Garfield Elementary School,SBA,ELA,4,All,23,31
Yakima County,Yakima School District,Garfield Elementary School,SBA,ELA,4,All,20,22.7
Thurston County,Olympia School District,Garfield Elementary School,SBA,ELA,4,All,30,61.2
Thurston County,Olympia School District,Garfield Elementary School,SBA,ELA,5,All,39,63.9
Snohomish County,Everett School District,Garfield Elementary School,SBA,ELA,5,All,33,53.2
Yakima County,Toppenish School District,Garfield Elementary School,SBA,ELA,5,All,,
Yakima County,Yakima School District,Garfield Elementary School,SBA,ELA,5,All,31,36.4
Snohomish County,Everett School District,Garfield Elementary School,SBA,MATH,3,All,52,71.2
Yakima County,Toppenish School District,Garfield Elementary School,SBA,MATH,3,All,,
Yakima County,Yakima School District,Garfield Elementary School,SBA,MATH,3,All,53,52.4
Thurston County,Olympia School District,Garfield Elementary School,SBA,MATH,3,All,40,64.5
Snohomish County,Everett School District,Garfield Elementary School,SBA,MATH,4,All,49,66.2
Yakima County,Toppenish School District,Garfield Elementary School,SBA,MATH,4,All,17,22.9
Yakima County,Yakima School District,Garfield Elementary School,SBA,MATH,4,All,31,35.6
Thurston County,Olympia School District,Garfield Elementary School,SBA,MATH,4,All,29,58
Thurston County,Olympia School District,Garfield Elementary School,SBA,MATH,5,All,32,52.4
Snohomish County,Everett School District,Garfield Elementary School,SBA,MATH,5,All,26,41.9
Yakima County,Toppenish School District,Garfield Elementary School,SBA,MATH,5,All,,
Yakima County,Yakima School District,Garfield Elementary School,SBA,MATH,5,All,24,28.2
King County,Seattle Public Schools,Garfield High School,SBA,ELA,11,All,377,84.9
King County,Seattle Public Schools,Garfield High School,SBA,MATH,11,All,,
Whitman County,Garfield School District,Garfield Middle School,SBA,ELA,6,All,,
Whitman County,Garfield School District,Garfield Middle School,SBA,ELA,7,All,,
Whitman County,Garfield School District,Garfield Middle School,SBA,ELA,8,All,,
Whitman County,Garfield School District,Garfield Middle School,SBA,MATH,6,All,,
Whitman County,Garfield School District,Garfield Middle School,SBA,MATH,7,All,,
Whitman County,Garfield School District,Garfield Middle School,SBA,MATH,8,All,,
Walla Walla County,Walla Walla Public Schools,Garrison Middle School,SBA,ELA,6,All,,
Walla Walla County,Walla Walla Public Schools,Garrison Middle School,SBA,ELA,7,All,,
Walla Walla County,Walla Walla Public Schools,Garrison Middle School,SBA,ELA,8,All,93,53.4
Walla Walla County,Walla Walla Public Schools,Garrison Middle School,SBA,MATH,6,All,,
Walla Walla County,Walla Walla Public Schools,Garrison Middle School,SBA,MATH,7,All,,
Walla Walla County,Walla Walla Public Schools,Garrison Middle School,SBA,MATH,8,All,60,34.4
Spokane County,Spokane School District,Garry Middle School,SBA,ELA,7,All,98,36.1
Spokane County,Spokane School District,Garry Middle School,SBA,ELA,8,All,79,32.2
Spokane County,Spokane School District,Garry Middle School,SBA,MATH,7,All,75,27.5
Spokane County,Spokane School District,Garry Middle School,SBA,MATH,8,All,64,26.1
Clark County,Vancouver School District,Gate Program,SBA,ELA,11,All,,
Clark County,Vancouver School District,Gate Program,SBA,MATH,11,All,,
Pierce County,Franklin Pierce School District,Gates Secondary School,SBA,ELA,11,All,28,54.9
Pierce County,Franklin Pierce School District,Gates Secondary School,SBA,MATH,11,All,,
Snohomish County,Everett School District,Gateway Middle School,SBA,ELA,6,All,230,81.5
Snohomish County,Everett School District,Gateway Middle School,SBA,ELA,7,All,275,87
Snohomish County,Everett School District,Gateway Middle School,SBA,ELA,8,All,240,85.7
